temp,hum,co2,ammonia,co2
40.98,62.42,449.02,1.24,0
32.87,72.45,464.13,1.4,0
27.78,76.72,392.27,0.89,0
35.63,63.4,432.33,1.15,0
38.5,66.84,394.23,1.4,0
25.56,71.15,409.68,1.19,0
35.54,64.18,381.89,1.25,0
28.04,74.35,419.32,1.16,0
33.28,68.58,457.28,0.99,0
28.3,68.38,386.15,0.87,0
39.53,66.43,427.36,1.17,0
30.0,67.97,416.34,1.34,0
39.12,63.82,381.63,1.16,0
27.96,69.67,363.51,1.02,0
32.11,68.07,414.93,1.14,0
32.07,75.65,453.31,0.9,0
28.41,77.94,461.0,1.06,0
28.69,74.75,428.57,1.36,0
36.86,63.44,395.64,1.42,0
31.29,75.11,423.94,1.31,0
25.72,74.87,380.77,1.28,0
37.52,63.8,378.8,0.99,0
33.43,68.36,411.75,1.15,0
35.1,70.03,404.21,1.12,0
31.55,70.84,384.62,0.91,0
33.48,76.23,405.84,1.22,0
29.85,63.2,356.12,1.02,0
32.61,71.19,372.36,1.05,0
28.09,72.01,402.58,1.3,0
29.85,75.52,443.25,1.12,0
37.2,66.85,420.73,1.33,0
39.04,65.81,377.07,1.07,0
25.12,76.9,434.37,1.3,0
32.42,67.67,461.81,1.21,0
28.48,72.66,436.96,1.11,0
32.95,65.7,434.96,1.17,0
28.67,77.38,409.41,2.12,0
28.3,65.13,456.16,1.14,0
34.48,70.47,433.07,0.96,0
34.75,63.75,446.04,1.23,0
29.58,68.88,381.33,0.89,0
25.4,73.57,480.51,1.38,0
33.27,76.93,378.58,3.18,0
31.18,73.75,385.71,1.76,0
34.49,71.37,426.47,1.22,0
29.83,67.96,383.75,1.5,0
31.31,69.76,431.77,1.11,0
31.52,61.21,435.53,1.27,0
30.62,66.9,416.73,1.15,0
26.5,68.86,428.84,1.33,0
37.74,61.09,456.81,2.35,0
33.7,77.28,381.46,0.86,0
38.12,63.57,406.83,0.98,0
40.25,64.02,422.28,1.22,0
25.85,72.81,443.23,0.91,0
27.43,79.01,389.28,1.06,0
31.79,76.75,410.33,0.9,0
30.29,68.09,424.28,1.27,0
39.14,61.46,369.94,0.73,0
31.7,68.32,439.72,1.2,0
30.9,75.95,456.3,0.83,0
34.87,65.25,418.48,1.0,0
34.63,68.8,418.51,1.26,0
31.66,65.71,400.05,1.18,0
37.14,65.32,368.82,1.15,0
37.21,64.72,388.03,1.13,0
31.1,68.08,419.11,1.24,0
30.05,73.37,394.28,1.05,0
30.66,71.32,386.49,1.05,0
31.11,65.25,441.77,1.05,0
31.38,75.94,400.11,2.81,0
31.11,64.15,376.57,1.1,0
29.18,72.62,400.45,1.79,0
33.55,64.15,431.07,1.03,0
30.19,68.15,389.22,1.31,0
35.55,65.4,422.04,0.95,0
30.47,71.49,390.65,1.07,0
33.61,62.8,452.81,1.26,0
23.45,76.89,383.41,0.69,0
34.7,66.01,437.05,1.38,0
34.08,68.01,460.03,1.01,0
31.52,64.78,443.56,1.29,0
29.74,71.93,429.83,0.95,0
34.41,66.51,423.53,0.68,0
28.66,70.59,459.43,1.25,0
35.13,67.16,417.71,1.16,0
29.25,75.03,456.36,1.06,0
37.06,64.75,447.32,1.19,0
27.55,71.65,439.06,1.29,0
24.3,79.2,460.59,1.34,0
34.45,67.94,392.89,0.93,0
38.44,65.49,458.26,1.26,0
30.44,75.11,443.76,1.28,0
32.34,71.72,426.53,1.18,0
30.76,63.34,381.74,1.12,0
29.37,74.09,451.99,1.34,0
24.25,73.87,523.69,0.83,1
34.56,67.47,418.51,1.19,0
34.5,64.16,441.0,1.29,0
27.24,74.64,384.69,1.68,0
27.89,70.17,372.57,1.19,0
31.58,64.87,390.47,0.84,0
36.28,61.22,419.85,0.8,0
32.89,77.59,371.79,2.37,0
33.45,74.08,465.27,3.6,0
33.07,71.21,371.61,0.99,0
32.84,72.54,401.41,0.84,0
33.32,65.93,441.14,0.98,0
28.18,72.37,441.04,1.14,0
29.64,72.88,467.01,0.81,0
32.39,65.32,378.05,1.13,0
26.56,73.6,384.53,0.88,0
25.7,73.08,434.68,1.4,0
37.75,65.54,459.62,1.04,0
33.59,68.97,433.36,1.11,0
32.08,73.67,412.61,3.2,0
31.45,78.15,451.31,1.22,0
31.62,62.84,407.62,0.82,0
33.87,67.72,380.89,1.09,0
39.01,66.54,437.12,1.1,0
27.68,73.35,426.21,1.38,0
